Uniprot_ID,Total_Protein_Domain_Count,Total_Protein_Repeat_Count
Q9NRM1,0,0
P17813,1,0
P13929,0,0
P22413,2,0
P49961,0,0
Q5NDL2,0,0
Q09472,3,0
Q99814,4,0
P11171,1,0
Q9H4G0,1,0
Q9Y2J2,1,0
P16452,0,0
P16422,1,0
Q9HCE0,0,0
P29317,5,0
P54764,5,0
Q15375,5,0
P29323,5,0
P54760,5,0
P07099,0,0
B3EWF7,0,0
P01588,0,0
P19235,1,0
P07814,3,0
Q12929,2,0
Q9H6S3,2,0
O75616,2,0
P04626,1,0
P21860,1,0
Q15303,1,0
Q96RT1,1,17
P07992,0,0
P18074,1,0
P19447,2,0
Q92889,1,0
P28715,0,0
Q03468,2,0
Q5T890,2,0
Q13216,0,7
P50548,0,0
P11308,1,0
Q969X5,0,0
Q9Y282,0,0
Q8IV48,2,0
O75477,0,0
O94905,0,0
Q96AP7,2,0
Q56NI9,0,0
B1AK53,1,9
P03372,1,0
Q92731,1,0
Q6NXG1,3,0
Q9H6T0,3,0
O95718,1,0
P13804,0,0
P38117,0,0
Q16134,1,0
O95571,0,0
P14921,1,0
P41212,1,0
P57679,0,0
Q86UK5,0,0
Q01844,2,31
Q96KP1,1,0
Q2M3D2,0,0
Q9Y2D4,0,0
Q9UPT5,0,0
Q13868,1,0
Q9NQT5,0,0
Q9NQT4,0,0
Q96B26,0,0
Q06265,0,0
Q8NEV8,1,0
Q16394,0,0
Q93063,0,0
O43909,0,0
Q99502,0,0
O95677,0,0
Q5T1H1,32,0
Q92800,2,0
Q15910,2,0
P00742,4,0
P03951,5,0
P00748,6,0
P00488,0,0
P05160,10,0
P00734,4,0
P25116,0,0
P13726,0,0
P12259,11,37
P08709,4,0
P00451,11,0
P00740,4,0
Q7L5A8,2,0
Q6GMR7,0,0
Q0VG06,0,0
Q9BTP7,0,0
Q13158,2,0
P16930,0,0
Q96PZ2,0,0
Q6SJ93,0,0
Q9NX05,0,0
Q96C01,0,0
Q96BN6,0,0
Q3B820,0,0
Q8N128,0,0
Q96MK3,0,0
Q8IXL6,0,0
Q14320,0,0
A6ND36,0,0
Q6ZRV2,0,0
Q9Y2M0,1,0
O15360,0,0
Q8NB91,0,0
Q00597,0,0
Q9BXW9,0,0
Q9HB96,0,0
Q9NPI8,0,0
O15287,0,4
Q9NVI1,0,0
Q9NW38,0,0
Q8IYD8,2,0
Q8WVX9,0,0
O95363,1,0
Q9Y285,0,0
Q9NSD9,1,0
P25445,1,3
P48023,1,0
Q9NYY8,1,0
Q14517,39,0
Q9NYQ8,35,0
Q6V0I7,42,0
P23142,12,0
Q9UBX5,6,0
P35555,56,0
P35556,56,0
P09467,0,0
Q9HCM7,0,0
Q9UKT7,1,7
Q9UKA2,1,9
Q86XK2,1,19
Q8NEZ5,1,0
Q9NVF7,1,0
Q5XUX0,1,0
Q6PIJ6,1,0
Q4G163,1,0
Q9Y3I1,1,0
Q9UKB1,1,7
P57775,1,6
Q969H0,1,7
P12318,2,0
P08637,2,0
O14526,2,0
O60667,1,0
O75636,2,0
Q8N0W3,0,0
P37268,0,0
P14324,0,0
Q6P4F2,1,0
P22570,0,0
P22830,0,0
Q9UK73,0,9
Q96JP0,0,11
Q9BQL6,2,0
Q86UX7,2,0
Q99689,0,0
A0PJY2,0,0
P02671,1,0
P02675,1,0
P98174,3,0
Q96M96,3,0
O15520,0,0
P61328,0,0
Q92913,0,0
Q92915,0,0
O43320,0,0
O60258,0,0
Q9NP95,0,0
Q9GZV9,0,0
P11487,0,0
P08620,0,0
P12034,0,0
P55075,0,0
P31371,0,0
P11362,4,0
P21802,4,0
P22607,4,0
P02679,1,0
Q14314,1,0
P07954,0,0
Q13642,3,0
Q2V2M9,4,0
O43427,0,0
Q9BVA6,1,2
Q92562,1,0
Q6QHK4,1,0
Q7Z7B0,0,0
Q8N6M3,0,0
Q96AY3,6,0
Q9NWM8,3,0
O75344,1,3
Q14318,1,3
Q9H9S5,0,0
O75072,0,0
Q8NFF5,0,0
Q8NFG4,3,0
P20930,2,23
Q5D862,2,10
Q01543,1,0
Q13045,0,21
P21333,2,24
O75369,2,24
Q14315,2,24
Q9NZU0,3,10
P36888,2,0
P49771,0,0
P35916,8,0
Q9Y5Y0,0,0
Q9UPI3,0,8
Q9NZ56,2,0
Q96PY5,3,0
P31513,0,0
Q06787,4,0
P02751,31,0
Q8TF40,3,0
Q5VW36,0,0
P15328,0,0
P15408,1,0
Q9Y261,0,0
Q12948,0,0
Q99958,0,0
Q9UJU5,0,0
O00358,0,0
Q13461,0,0
Q12946,0,0
Q12947,0,0
P55316,0,0
Q12951,0,0
A8MTJ6,0,0
Q92949,0,0
Q12952,0,0
P58012,0,0
Q08050,0,0
O15353,0,0
Q12778,0,0
Q9H334,0,0
O15409,0,0
Q9BZS1,0,0
Q8IVH2,0,0
Q6PIV2,0,0
Q96CU9,0,0
P21462,0,0
P25090,0,0
Q70Z53,0,0
Q86XX4,11,26
Q5H8C1,2,12
Q5SZK8,5,12
Q9P2Q2,1,0
Q7Z6J6,1,0
Q6ZUT3,1,0
Q14CM0,3,0
Q9P0K9,1,0
Q5TBA9,0,0
O94915,0,0
O14926,0,0
P01225,0,0
P23945,1,9
Q5CZC0,0,0
O95954,0,0
P02794,1,0
P02792,1,0
Q9C0B1,0,0
Q9UET6,0,0
P04066,0,0
P09958,2,2
P35637,1,0
Q10981,0,0
Q9BYC5,2,0
Q9BT04,0,0
Q16595,0,0
P51114,4,0
P54710,0,0
O15117,2,0
Q9BQS8,2,0
Q14332,1,0
Q9ULV1,1,0
Q13467,1,0
O60353,1,0
Q9UM11,0,7
P35575,0,0
Q9BUM1,0,0
P11413,0,0
P10253,1,0
Q9UBS5,2,0
O75899,0,0
P14867,0,0
P47869,0,0
P34903,0,0
P31644,0,0
P18505,0,0
P47870,0,0
P28472,0,0
O14764,0,0
P18507,0,0
Q99259,0,0
P54803,0,0
Q14376,0,0
P51570,0,0
Q96C23,0,0
P34059,0,0
Q10471,1,0
Q14435,1,0
P07902,0,0
Q14353,1,0
Q9H2C0,2,6
Q14697,0,0
P41250,1,0
Q8NHY3,2,0
O95995,0,0
P15976,0,0
P23769,0,0
P23771,0,0
P43694,0,0
Q9BWX5,0,0
Q92908,0,0
Q8WUU5,0,0
Q8WXI9,0,0
O75879,0,0
O43716,0,0
P50440,0,0
P04062,0,0
Q9HCG7,0,0
Q04446,0,0
Q92538,1,0
P02774,3,0
Q8IWJ2,1,0
Q92947,0,0
P47871,0,0
P30793,0,0
P35557,1,0
P48506,0,0
O75603,0,0
Q96QF7,1,0
Q8N0V5,0,0
P23434,1,0
Q8TB36,2,0
Q9NXN4,2,0
P27539,0,0
O95390,0,0
Q9UK05,0,0
Q9NR23,0,0
P43026,0,0
Q6KF10,0,0
O60383,0,0
P31150,0,0
P39905,0,0
P57678,0,0
Q8TEQ6,0,13
O43681,0,0
P14136,1,0
P55789,1,0
Q99684,0,0
Q5VTD9,0,0
Q96RP9,1,0
Q969S9,1,0
Q06210,3,0
P56159,0,3
P38435,0,0
Q86UU5,0,0
P01241,0,0
P10912,1,0
P01286,0,0
Q02643,0,0
Q92847,0,0
O75420,1,0
Q6Y7W6,1,0
Q96F15,1,0
Q14691,0,0
Q9BRX5,0,0
O14908,1,0
Q8TF64,1,0
P17302,0,0
Q9Y6H8,0,0
P35212,0,0
P36382,0,0
P48165,0,0
P08034,0,0
P29033,0,0
O75712,0,0
Q9NTQ9,0,0
O95452,0,0
Q5T442,0,0
P32189,0,0
P06280,0,0
P16278,0,0
P23378,0,0
Q6ZMI3,3,0
Q53GS7,0,0
P08151,0,0
P10070,0,0
P10071,0,0
Q8NEA6,0,0
Q92990,0,0
P23415,0,0
P23416,0,0
P48167,0,0
Q86SX6,1,0
O94925,0,2
Q68CQ7,0,0
P00367,0,0
P15104,2,0
Q8IVS8,0,0
P17900,0,0
O75496,0,0
Q96IJ6,0,0
Q9Y5P6,0,0
P29992,1,0
O95837,1,0
P63096,1,0
P04899,1,0
P08754,1,0
P38405,1,0
P09471,1,0
P50148,1,0
P84996,0,0
P11488,1,0
P19087,1,0
P62873,0,7
P62879,0,7
P16520,0,7
Q9HAV0,0,7
O14775,0,7
Q9Y223,0,0
Q14749,0,0
O15228,0,0
Q96EK6,1,0
Q3T906,2,2
Q9UJJ9,2,0
P01148,0,0
P30968,0,0
P15586,0,0
Q08379,0,0
Q3T8J9,3,0
Q9BXV9,0,0
Q5T7V8,0,0
O14653,0,0
P17174,0,0
P00505,0,0
P07359,2,7
P13224,2,1
Q9HCN6,2,0
P14770,2,1
O43292,0,0
Q8N954,1,0
Q96I76,1,0
P51654,0,0
O75487,0,0
Q9Y625,0,0
P21695,0,0
Q8N335,0,0
Q9NQX3,0,0
P06744,0,0
Q8IV16,1,0
Q92917,3,0
Q14956,1,0
Q96P66,0,0
P51810,0,0
Q8NFN8,0,0
Q8N6U8,0,0
Q6PRD1,0,0
P32249,0,0
Q15743,0,0
Q9NZH0,0,0
P81274,4,8
Q8TD30,0,0
P07203,0,0
P36969,0,0
Q13588,3,0
Q13322,3,0
Q9C091,0,0
O60565,1,0
Q9H772,1,0
Q6ISB3,1,0
Q8TE85,1,0
Q9UBQ7,0,0
P42261,0,0
P42262,0,0
P42263,0,0
P48058,0,0
O43424,0,0
Q13002,0,0
Q05586,0,0
Q12879,0,0
Q13224,0,0
O15399,0,0
Q9Y3R0,7,0
Q15835,3,0
P25098,4,0
Q13255,0,0
O15303,0,0
Q14831,0,0
P28799,0,0
A8MXD5,1,0
A6NFK2,0,0
P56915,0,0
O60443,0,0
P06396,0,6
Q8IYD1,1,0
P00390,0,0
P48637,0,0
O43708,2,0
Q9BZM3,0,0
P29084,0,0
Q6ZYL4,0,0
Q92664,0,0
Q9Y5Q9,0,11
Q9Y5Q8,0,0
O00178,1,0
Q9BX10,1,0
Q969Y2,1,0
Q9UMX6,4,0
Q02108,1,0
P25092,2,0
Q02846,2,0
Q8N442,1,0
Q16774,1,0
P08236,0,0
P46976,0,0
P13807,0,0
P54840,0,0
Q9H116,1,0
P10412,1,0
P84243,0,0
P62805,0,0
O95479,0,0
P46952,0,0
B0YJ81,0,0
Q8IYU2,1,7
Q16836,0,0
P40939,0,0
P55084,0,0
P81172,0,0
O96004,1,0
P61296,1,0
P12081,1,0
P49590,0,0
Q96D42,1,12
Q8TDQ0,1,0
O00165,0,0
P69905,1,0
P68871,1,0
P02042,1,0
P69891,1,0
P69892,1,0
P53701,0,2
P51610,3,13
P08631,3,0
O60741,0,0
Q9UL51,0,0
Q9Y3Q4,0,0
O15379,0,0
P56524,0,0
Q9UBN7,0,7
Q9BY41,0,0
Q7Z4Q2,0,2
Q9P2D3,0,3
Q9Y4D8,1,0
Q9P2P5,4,0
Q9NRZ9,2,0
Q14CZ8,2,0
Q15751,2,21
Q9BYE0,2,0
Q9UBX0,0,0
P06865,0,0
P07686,0,0
Q30201,1,0
A2PYH4,3,0
Q93099,0,0
P14210,6,0
Q68CP4,0,0
Q5VTY9,0,0
Q6NVY1,0,0
Q8IV36,0,0
Q53FT3,0,0
P49773,1,0
P54198,0,7
P31629,0,10
Q6ZVN8,0,0
P19367,2,0
Q2TB90,2,0
P01889,1,0
P01903,1,0
P01911,1,0
P50747,1,0
P08397,0,0
P52926,0,0
P09429,0,0
O15347,0,0
P35914,1,0
P04035,1,0
P54868,0,0
P09601,0,0
Q9NP08,0,0
P20823,2,0
P35680,2,0
P41235,1,0
P50135,0,0
P09651,2,0
P22626,2,0
P07910,1,0
Q14103,2,0
O14979,2,0
P31943,3,4
P55795,3,4
P61978,3,9
O43390,3,3
Q00839,2,0
Q86XE5,0,0
Q9NSB8,1,0
P49639,0,0
P31270,0,0
P31271,0,0
O43364,0,0
P14653,0,0
P31276,0,0
P28358,0,0
P35453,0,0
P84074,4,0
P32754,2,0
Q96IR7,2,0
P15428,0,0
P00492,0,0
Q92902,0,4
Q969F9,0,0
Q9NQG7,0,0
Q9UPZ3,0,0
Q86YV9,0,0
Q8WWQ2,0,0
O43593,1,0
P01112,0,0
P04196,2,0
Q8N3J3,0,0
P0DUH7,0,0
Q7LGA3,0,0
Q8IWL3,1,0
P28845,0,0
P80365,0,0
Q99714,0,0
P37058,0,0
P51659,2,0
P26439,0,0
Q9H2F3,0,0
O75031,0,0
Q9ULV5,0,0
P34931,0,0
P38646,0,0
P04792,1,0
Q9UJY1,1,0
P10809,0,0
P98160,51,0
Q92743,3,0
O43464,1,0
P42858,0,5
Q7Z6Z7,4,0
Q12794,1,0
Q12891,1,0
Q9BYI3,0,0
Q4G0P3,0,0
Q96M11,0,0
Q9Y4L1,0,0
P41252,0,0
Q9NSE4,0,0
Q5T440,0,0
Q9Y6W8,1,0
O75144,2,0
P14735,0,0
O75874,0,0
P48735,0,0
P50213,0,0
O43837,0,0
P51553,0,0
P22304,0,0
P35475,0,0
Q9Y5U9,0,0
Q9BYX4,5,0
Q01628,0,0
A6NNB3,0,0
P01562,0,0
P17181,4,0
P48551,0,0
Q86WN2,0,0
P01579,0,0
P15260,0,0
P38484,2,0
Q8IZI9,0,0
Q9HBG6,0,7
Q96RY7,0,16
Q9UG01,0,23
Q9BW83,0,0
Q96FT9,0,0
Q9Y366,0,0
A0AVF1,0,4
Q9NWB7,0,0
Q96LB3,0,0
Q9P2H3,0,7
Q8WYA0,0,0
P78318,1,0
P05019,0,0
P08069,5,0
P01344,0,0
P11717,15,0
P35858,2,19
Q16270,3,0
P38935,1,0
P15814,1,0
Q8N6C5,12,0
Q6WRI0,14,6
Q14623,0,0
O14920,1,0
Q9Y6K9,0,0
Q13422,0,0
Q9UKS7,0,0
Q9UKT9,0,0
Q9H5V7,0,0
P22301,0,0
Q13651,0,0
Q08334,2,0
Q14626,3,0
P29460,2,0
P42701,5,0
Q99665,5,0
Q16552,0,0
Q96PD4,0,0
Q96F46,1,0
Q8NAC3,1,0
Q8NFM7,1,0
Q14116,0,0
O95998,1,0
P14778,4,0
Q9NZN1,4,0
Q9NP60,4,0
P18510,0,0
Q9HBE4,0,0
Q9HBE5,2,0
Q5VWK5,2,0
Q6UWB1,3,0
P01589,2,0
P14784,1,0
P31785,1,0
P08700,0,0
Q8NI17,5,0
Q9UBH0,0,0
P05231,0,0
P08887,3,0
P40189,6,0
P13232,0,0
P16871,1,0
P15248,0,0
Q86SU0,1,0
Q12906,3,0
P29218,0,0
P20839,2,0
P12268,2,0
Q17R60,2,0
Q9BZV3,4,0
Q27J81,3,0
Q9UK53,0,0
Q9ULG1,3,0
Q96PE3,1,0
Q9NRR6,0,13
Q9BT40,0,0
O15357,2,0
P01308,0,0
P51460,0,0
P06213,4,0
Q8N201,0,0
Q5TA45,0,0
Q9NVM9,0,0
Q9ULD6,1,0
Q9Y283,2,16
O94829,1,20
O15397,1,0
Q15051,4,0
Q6IPM2,2,0
Q9H0B3,6,0
Q6DN90,3,0
Q5JU85,2,0
Q9Y6F6,0,0
P51617,2,0
Q9NWZ3,2,0
P48200,0,0
P10914,0,0
P14316,0,0
Q7Z5L9,0,0
Q9H1B7,0,0
Q14653,0,0
Q15306,0,0
Q13568,0,0
O14896,0,0
Q92985,0,0
Q02556,0,0
Q00978,0,0
O14654,2,0
P78411,0,0
Q9BUE6,0,0
Q86U28,0,0
Q9H1K1,0,0
P05161,2,0
P61371,2,0
Q96J02,6,0
Q969R8,0,2
P17301,1,7
P08514,0,7
P26006,0,7
P23229,0,7
Q13683,0,10
P53708,0,7
P11215,1,7
P06756,0,7
P05556,6,0
P05107,6,0
P05106,6,0
P16144,11,0
P18564,6,0
Q08881,4,0
Q9Y287,1,0
Q9BY32,0,0
P27987,0,0
Q96DU7,0,0
Q14643,5,0
Q14573,5,0
Q15811,12,0
P26440,0,0
Q9Y6Y0,2,6
Q6PHW0,0,0
P78504,17,0
Q9Y219,18,0
Q8N5M9,0,0
P23458,4,0
O60674,4,0
P52333,4,0
Q96N16,0,0
P57087,2,0
Q9BX67,2,0
Q92833,3,0
Q15652,1,0
Q9HDC5,0,7
Q9BR39,0,8
Q8WXH2,0,8
P14923,0,12
Q14678,0,6
Q63ZY3,0,6
Q7Z3B3,1,0
Q15046,0,0
Q8N6L0,0,0
Q92831,2,0
Q92993,2,0
Q92794,3,0
Q8WYB5,3,0
Q9H7Z6,2,0
Q9BVA0,0,6
O60303,0,0
C9JR72,1,5
Q09470,0,0
P16389,0,0
P22001,0,0
P22459,0,0
P22460,0,2
Q14721,0,0
Q92953,0,0
P48547,0,0
Q96PR1,0,0
Q14003,0,0
Q9NZV8,0,0
Q9UK17,0,0
P15382,0,0
Q9Y6J6,0,0
O95259,2,0
Q12809,2,0
Q8NCM2,2,0
P48048,0,0
P78508,0,0
Q14654,0,0
O60928,0,0
Q9NPI9,0,0
P63252,0,0
P48544,0,0
P48051,0,0
Q15842,0,0
Q7Z418,0,0
O14649,0,0
Q9NYG8,0,0
Q9NPC2,0,0
Q12791,2,0
Q9H2S1,0,0
Q9UGI6,0,0
O15554,0,0
P51787,0,0
O43526,0,0
O43525,0,0
P56696,0,0
Q9NR82,0,0
Q5JUK3,2,0
Q6UVM3,2,0
A8MYU2,2,0
Q8TDN2,0,0
Q96SI1,1,0
Q8N5Z5,1,0
Q9Y597,1,8
Q96MP8,1,0
P33947,0,0
Q8NAX2,0,0
O60341,1,0
Q8NHM5,2,7
Q7LBC6,1,0
O94953,4,0
P29375,3,0
Q9UGL1,3,0
P41229,3,0
O15550,1,8
O15054,1,0
P35968,8,0
Q06136,0,0
P23276,1,0
O60938,1,10
Q587J8,1,0
Q07666,1,0
Q8IZA0,6,0
Q9BVV6,0,0
Q2KHM9,0,0
Q8IV33,0,0
Q5T5P2,0,0
Q9HCM3,0,0
Q96MD2,0,0
Q9ULH0,1,12
P52732,1,0
Q96FN5,1,0
Q15058,2,0
Q12756,3,0
O60333,3,0
O43896,2,0
Q7Z4S6,1,7
O75037,1,7
Q14807,1,0
Q02241,1,0
Q5T7B8,2,0
Q9ULI4,1,0
O00139,1,0
O15066,1,0
O95239,1,0
Q12840,1,0
P33176,1,0
O60282,1,0
Q2M1P5,1,0
Q96EK5,0,0
Q96J84,5,0
Q8IZU9,5,0
Q969F8,0,0
P10721,6,0
P21583,0,0
Q2M2Z5,0,0
Q86Z14,0,0
Q9H0B6,0,6
Q13351,0,0
O14901,0,0
Q9Y2Y9,0,0
Q9Y5W3,0,0
Q99612,0,0
O75840,0,0
Q6JEL2,1,6
Q96M94,2,5
Q9Y2M5,2,6
Q6TFL4,2,6
Q9UH77,2,6
Q2TBA0,2,5
O60662,2,5
Q8IXQ5,2,6
Q9UBX7,1,0
Q9Y5K2,1,0
P03952,5,0
B2CW77,0,0
Q03164,5,0
Q9UMN6,5,0
Q8NEZ4,5,0
O14686,4,15
Q8IZD2,1,0
Q4FZB7,1,0
P01042,3,3
Q8NG31,0,2
O00505,1,10
A9QM74,1,8
Q9Y664,0,0
P01116,0,0
Q96MU8,3,0
O00522,1,4
P04264,1,0
P13645,1,0
Q99456,1,0
P13646,1,0
P02533,1,0
P08779,1,0
Q04695,1,0
P05783,1,0
P35908,1,0
Q7Z3Z0,1,0
P12035,1,0
P19013,1,0
P13647,1,0
P02538,1,0
P04259,1,0
P48668,1,0
Q3SY84,1,0
Q7RTS7,1,0
P05787,1,0
Q14533,1,0
P78385,1,0
P78386,1,0
O43790,1,0
P35527,1,0
Q6VAB6,1,0
Q8NBH2,0,0
Q16719,0,0
P32004,11,0
Q9H9P8,0,0
Q8IV20,0,0
Q14657,0,0
P25391,27,0
P24043,27,0
Q16787,22,0
Q16363,9,0
O15230,30,0
P07942,15,0
P55268,15,0
Q13751,7,0
Q13753,10,0
Q9Y6N6,14,0
P13473,0,0
Q9Y2Q5,0,0
O95461,0,0
Q4G0J3,3,0
Q15031,0,0
Q9Y4W2,0,0
O43561,0,0
Q14739,1,0
P52954,0,0
Q86VQ0,0,0
P04180,0,0
P06239,3,0
Q13094,2,0
P09848,0,0
O75112,4,0
P00338,0,0
Q86WU2,1,0
P01130,10,6
Q5SW96,1,0
Q9UJU2,0,0
O00292,0,0
Q8NC56,1,0
Q9Y2U8,1,0
P41159,0,0
P48357,5,0
O95202,2,0
Q8NES3,0,0
O95970,2,10
Q8N145,2,10
Q8N135,1,11
Q9BXB1,1,15
P01229,0,0
P22888,1,6
Q8TAF8,0,0
P50458,2,0
Q9UBR4,2,0
Q969G2,2,0
O43766,1,0
P42702,6,0
P18858,0,0
P49916,1,0
P49917,2,0
Q8NHL6,4,0
P55344,0,0
Q96FE5,3,11
Q6UY18,3,11
Q8NG48,0,0
P38571,1,0
P11150,1,0
Q05469,0,0
Q8WWY8,0,0
Q5VXI9,1,0
Q9Y234,1,0
A6NK58,1,0
Q99732,1,0
Q6P1M3,0,14
P49257,1,0
Q9H0V9,1,0
Q8WVP7,0,0
Q9NUN5,0,0
Q68DH5,0,0
Q96S06,0,0
P02545,2,0
P20700,2,0
Q03252,2,0
P25800,2,0
P25791,2,0
P29536,1,8
Q6P5Q4,1,0
Q0VAK6,1,0
Q8TE12,2,0
O60663,2,0
Q9C0E8,0,0
P36776,2,0
P23490,0,0
P28300,0,0
Q8IVV2,15,0
P58215,4,0
P43657,0,0
Q14693,0,0
Q92539,0,0
P06858,1,0
Q93052,3,0
O95237,1,0
P50851,2,6
Q5T3J3,0,0
O94898,5,15
Q3SXY7,3,5
Q9H2I8,1,4
Q07954,53,34
Q9Y561,7,0
P98164,42,35
O75096,11,20
O75197,7,31
O75581,7,20
P30533,0,0
P42704,0,20
Q53EV4,1,8
Q14392,2,20
Q8IYG6,1,5
Q96NW7,1,17
Q8TDW0,0,17
Q38SD2,3,25
Q5S007,3,20
Q6UWE0,1,6
O15116,1,0
P83369,1,0
Q9UK45,1,0
Q86X29,1,0
P48449,0,7
Q14766,22,0
Q14767,24,0
Q9NS15,17,0
Q8N2S1,20,0
Q16873,0,0
Q96GA3,0,0
P12980,1,0
P07948,3,0
Q9HD34,0,0
Q5U5X0,0,0
Q8N6I4,0,0
Q99698,2,7
P61626,1,0
Q9NQ48,0,0
Q8N653,2,6
Q9Y250,0,0
Q8TC57,0,0
Q13394,0,0
Q9Y586,0,0
O94854,3,13
Q9Y6D9,0,0
Q9UI95,1,0
O75444,1,0
Q8NHW3,1,0
Q9Y5Q3,1,0
P20916,5,0
Q9UNF1,1,0
Q9UJ55,1,0
Q86UL8,9,0
Q9H0U3,1,0
P20794,1,0
P21145,1,0
Q9UDY8,3,0
Q8IZL2,0,0
Q13495,0,0
Q9UKM7,0,0
O00754,0,0
Q9Y2E5,0,0
Q9NTJ4,0,0
O00462,0,0
P55145,0,0
P21397,0,0
P46821,0,10
Q02750,1,0
P36507,1,0
Q13233,1,0
Q99558,1,0
Q9NYL2,2,0
Q99759,2,0
O43318,1,0
P41279,1,0
O95819,2,0
P28482,1,0
P53779,1,0
Q9UPT6,2,0
Q16644,1,0
Q8IW41,1,0
O60336,0,12
Q15555,2,0
P10636,0,4
O60337,0,0
Q7KZI7,3,0
P56192,2,0
Q96GW9,0,0
Q8N4S9,2,0
P48740,6,0
O00187,6,0
Q9Y2H9,3,0
O60307,3,0
O15021,3,0
Q96GX5,2,0
Q00266,0,0
O15232,5,0
P61244,1,0
P02144,1,0
O95243,1,0
Q9P267,2,0
P11226,2,0
Q96N66,0,0
Q14703,1,0
O43462,0,0
Q01718,0,0
P32245,0,0
Q8IVS2,0,0
P23508,0,0
Q96RQ3,3,0
Q9HCC0,2,0
Q96PE7,1,0
Q8NI22,2,0
D6RGH6,0,0
Q7L590,0,0
O60318,1,0
P33991,1,0
Q14566,1,0
P33993,1,0
Q9UJA3,1,0
Q9NXL9,1,0
Q9GZU1,0,0
Q8NEM0,3,0
Q9ULC4,1,0
Q9P1T7,1,0
P40926,0,0
O15151,1,0
Q03112,1,0
P51608,1,0
Q9BV79,0,0
Q9P086,0,0
Q93074,0,0
Q86YW9,0,0
Q9UHV7,0,0
Q71F56,0,0
Q9Y2X0,0,9
Q9NVC6,0,0
Q9ULK4,0,0
Q71SY5,0,0
Q6P2C8,0,0
Q06413,1,0
O15553,2,0
Q96KG7,16,0
Q7Z7M0,18,12
Q5TIA1,0,0
Q8N635,0,0
O14770,1,0
O00255,0,0
P50221,0,0
Q12866,5,0
Q14696,0,0
Q9BRJ9,1,2
Q0VG99,1,13
P08581,5,0
Q86XA0,0,0
Q9NRN9,0,0
Q13361,0,0
Q9GZY8,0,0
Q9Y4C4,1,13
O95140,1,0
Q9BY79,5,0
Q8NA29,0,0
Q8NHS3,0,0
Q8IWI9,1,0
Q10469,0,0
Q9BQP7,0,0
P08493,1,0
Q86YT6,2,9
Q29983,1,0
Q5XKP0,0,0
Q9BPX6,2,0
O15344,3,0
Q9NQG6,0,0
P14174,0,0
P59773,0,0
Q9UNW1,0,0
P30301,0,0
Q99797,0,0
O75030,1,0
Q9NPJ1,0,0
Q13064,0,0
Q9NXB0,1,0
Q15049,0,0
P40692,0,0
Q9UHC1,0,0
Q5VWP3,0,0
P55197,0,0
Q9BV36,1,0
O95822,0,0
Q8IVH4,0,0
Q96EY8,0,0
Q9Y4U1,0,0
Q9H3L0,0,0
P08473,1,0
Q8N4V1,0,0
P45452,0,4
P50281,0,4
P51511,0,4
Q99542,0,4
P08253,3,4
O60882,0,4
Q8N119,0,4
P14780,3,4
P22033,1,0
Q10571,0,0
Q8NEH6,0,0
P50219,0,0
Q96EN8,1,0
Q9NZB8,1,0
O96033,0,0
O95396,1,0
Q16653,1,0
Q13724,0,0
Q9Y6X9,0,0
P00540,1,0
Q9Y5U8,0,0
O95563,0,0
O75352,2,0
O75970,14,0
Q2M385,1,0
P34949,0,0
O95866,0,0
P40238,2,0
Q8TAP9,0,0
P05164,0,0
P39210,0,0
P25189,1,0
O60487,1,0
Q8TCY5,0,0
O14807,0,0
P22897,10,0
P49959,0,0
Q9UI43,0,0
P52815,0,0
P09001,0,0
Q9NYK5,1,0
Q9H9J2,2,0
Q13405,0,0
O60783,0,0
Q9Y3D3,0,0
Q9Y399,0,0
P82650,0,0
Q9Y3D9,0,0
P82930,0,0
Q9Y2R9,0,0
P11836,0,0
P43246,0,0
P20585,0,0
O15457,0,0
O43196,0,0
P52701,1,0
Q9HCI7,1,0
Q8N5Y2,2,0
Q15800,1,0
P26038,1,0
P21757,2,0
Q8IXL7,1,0
P26927,6,0
Q9BUK6,0,0
P28360,0,0
P35548,0,0
Q13126,0,0
Q9Y4B5,0,0
Q96DP5,0,0
P11586,0,0
P42898,0,0
P49914,0,0
Q13496,2,0
Q8NCE2,0,0
Q13614,2,0
Q9Y2Z2,0,0
P42345,3,48
Q9NVV4,1,0
Q99707,5,0
Q9H3J6,0,0
Q9UBK8,2,0
Q765P7,2,0
P55157,1,0
O75431,0,0
Q9HC84,11,10
O15146,5,0
Q9UIF7,1,0
P53602,0,0
Q03426,0,0
P20592,2,0
P50539,1,0
Q9BQG0,0,0
Q00872,10,0
Q14896,10,0
P01106,1,0
P04198,1,0
Q99836,2,0
P13349,1,0
P12882,3,0
P35580,3,0
P35749,3,0
Q7Z406,3,0
Q9UKX2,3,0
P11055,3,0
P13533,3,0
P12883,3,0
P13535,3,0
P35579,3,0
P05976,3,0
Q96A32,3,0
P10916,3,0
P08590,3,0
P24844,3,0
Q15746,11,11
Q9H1R3,1,0
Q32MK0,1,0
A6NI61,0,0
A0A1B0GTQ4,0,0
Q9UKN7,8,0
Q8IUG5,2,0
Q12965,4,0
Q8NEV4,5,0
Q9Y4I1,9,0
Q9ULV0,9,0
Q9UM54,3,0
Q13402,11,0
B2RTY4,8,0
Q99972,1,0
Q8IZQ8,1,3
P15172,1,0
Q6NSJ0,0,0
Q9UBF9,2,0
Q9NPC6,0,0
Q86TC9,5,0
